   TOF[ns]       MQ1       MQ2       MQ4      MQ14      MQ16      MQ18      MQ20      MQ28      MQ29      MQ30      MQ38      MQ39      MQ40
    43.500     0.000     0.000     0.000     0.020     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    43.600     0.000     0.000     0.000     0.029     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    43.700     0.000     0.000     0.000     0.042     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    43.800     0.000     0.000     0.000     0.058     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    43.900     0.000     0.000     0.000     0.078     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    44.000     0.000     0.000     0.000     0.102     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    44.100     0.000     0.000     0.000     0.131     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    44.200     0.000     0.000     0.000     0.164     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    44.300     0.000     0.000     0.000     0.202     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    44.400     0.000     0.000     0.000     0.244     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    44.500     0.000     0.000     0.000     0.290     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    44.600     0.000     0.000     0.000     0.338     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    44.700     0.000     0.000     0.000     0.389     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    44.800     0.000     0.000     0.000     0.442     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    44.900     0.000     0.000     0.000     0.495     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    45.000     0.000     0.000     0.000     0.548     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    45.100     0.000     0.000     0.000     0.600     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    45.200     0.000     0.000     0.000     0.651     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    45.300     0.000     0.000     0.000     0.700     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    45.400     0.000     0.000     0.000     0.746     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    45.500     0.000     0.000     0.000     0.789     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    45.600     0.000     0.000     0.000     0.828     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    45.700     0.000     0.000     0.000     0.863     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    45.800     0.000     0.000     0.000     0.894     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    45.900     0.000     0.000     0.000     0.922     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    46.000     0.000     0.000     0.000     0.945     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    46.100     0.000     0.000     0.000     0.963     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    46.200     0.000     0.000     0.000     0.978     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    46.300     0.000     0.000     0.000     0.989     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    46.400     0.000     0.000     0.000     0.996     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    46.500     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    46.600     0.000     0.000     0.000     1.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    46.700     0.000     0.000     0.000     0.997     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    46.800     0.000     0.000     0.000     0.992     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    46.900     0.000     0.000     0.000     0.984     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    47.000     0.000     0.000     0.000     0.974     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    47.100     0.000     0.000     0.000     0.961     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    47.200     0.000     0.000     0.000     0.947     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    47.300     0.000     0.000     0.000     0.931     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    47.400     0.000     0.000     0.000     0.914     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    47.500     0.000     0.000     0.000     0.896     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    47.600     0.000     0.000     0.000     0.877     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    47.700     0.000     0.000     0.000     0.857     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    47.800     0.000     0.000     0.000     0.837     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    47.900     0.000     0.000     0.000     0.816     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    48.000     0.000     0.000     0.000     0.795     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    48.100     0.000     0.000     0.000     0.773     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    48.200     0.000     0.000     0.000     0.752     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    48.300     0.000     0.000     0.000     0.730     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    48.400     0.000     0.000     0.000     0.708     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    48.500     0.000     0.000     0.000     0.687     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    48.600     0.000     0.000     0.000     0.666     0.005     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    48.700     0.000     0.000     0.000     0.645     0.007     0.000     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    48.800     0.000     0.000     0.000     0.624     0.010     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    48.900     0.000     0.000     0.000     0.604     0.014     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    49.000     0.000     0.000     0.000     0.584     0.018     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    49.100     0.000     0.000     0.000     0.564     0.024     0.001     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    49.200     0.000     0.000     0.000     0.545     0.030     0.002     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    49.300     0.000     0.000     0.000     0.526     0.039     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    49.400     0.000     0.000     0.000     0.508     0.048     0.003     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    49.500     0.000     0.000     0.000     0.490     0.060     0.004     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    49.600     0.000     0.000     0.000     0.473     0.073     0.006     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    49.700     0.000     0.000     0.000     0.456     0.088     0.007     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    49.800     0.000     0.000     0.000     0.440     0.106     0.009     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    49.900     0.000     0.000     0.000     0.424     0.125     0.012     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    50.000     0.000     0.000     0.000     0.409     0.146     0.014     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    50.100     0.000     0.000     0.000     0.394     0.169     0.018     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    50.200     0.000     0.000     0.000     0.380     0.195     0.022     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    50.300     0.000     0.000     0.000     0.366     0.222     0.026     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    50.400     0.000     0.000     0.000     0.352     0.250     0.031     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    50.500     0.000     0.000     0.000     0.339     0.281     0.037     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    50.600     0.000     0.000     0.000     0.326     0.313     0.044     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    50.700     0.000     0.000     0.000     0.314     0.346     0.052     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    50.800     0.000     0.000     0.000     0.302     0.379     0.061     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    50.900     0.000     0.000     0.000     0.291     0.414     0.070     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    51.000     0.000     0.000     0.000     0.280     0.449     0.081     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    51.100     0.000     0.000     0.000     0.270     0.485     0.093     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    51.200     0.000     0.000     0.000     0.259     0.521     0.105     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    51.300     0.000     0.000     0.000     0.250     0.556     0.119     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    51.400     0.000     0.000     0.000     0.240     0.591     0.134     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    51.500     0.000     0.000     0.000     0.231     0.626     0.150     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    51.600     0.000     0.000     0.000     0.222     0.659     0.167     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    51.700     0.000     0.000     0.000     0.214     0.692     0.185     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    51.800     0.000     0.000     0.000     0.206     0.723     0.204     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    51.900     0.000     0.000     0.000     0.198     0.753     0.225     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    52.000     0.000     0.000     0.000     0.190     0.782     0.246     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    52.100     0.000     0.000     0.000     0.183     0.809     0.268     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    52.200     0.000     0.000     0.000     0.176     0.834     0.290     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    52.300     0.000     0.000     0.000     0.169     0.858     0.314     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    52.400     0.000     0.000     0.000     0.163     0.879     0.338     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    52.500     0.000     0.000     0.000     0.156     0.899     0.362     0.000     0.000     0.000     0.000     0.000     0.000     0.000
    52.600     0.000     0.000     0.000     0.150     0.918     0.387     0.001     0.000     0.000     0.000     0.000     0.000     0.000
    52.700     0.000     0.000     0.000     0.145     0.934     0.413     0.001     0.000     0.000     0.000     0.000     0.000     0.000
    52.800     0.000     0.000     0.000     0.139     0.948     0.439     0.001     0.000     0.000     0.000     0.000     0.000     0.000
    52.900     0.000     0.000     0.000     0.134     0.961     0.465     0.002     0.000     0.000     0.000     0.000     0.000     0.000
    53.000     0.000     0.000     0.000     0.128     0.971     0.491     0.002     0.000     0.000     0.000     0.000     0.000     0.000
    53.100     0.000     0.000     0.000     0.123     0.980     0.517     0.003     0.000     0.000     0.000     0.000     0.000     0.000
    53.200     0.000     0.000     0.000     0.119     0.987     0.543     0.005     0.000     0.000     0.000     0.000     0.000     0.000
    53.300     0.000     0.000     0.000     0.114     0.993     0.568     0.006     0.000     0.000     0.000     0.000     0.000     0.000
    53.400     0.000     0.000     0.000     0.110     0.997     0.594     0.008     0.000     0.000     0.000     0.000     0.000     0.000
    53.500     0.000     0.000     0.000     0.105     0.999     0.619     0.011     0.000     0.000     0.000     0.000     0.000     0.000
    53.600     0.000     0.000     0.000     0.101     1.000     0.644     0.014     0.000     0.000     0.000     0.000     0.000     0.000
    53.700     0.000     0.000     0.000     0.097     0.999     0.668     0.018     0.000     0.000     0.000     0.000     0.000     0.000
    53.800     0.000     0.000     0.000     0.094     0.998     0.692     0.023     0.000     0.000     0.000     0.000     0.000     0.000
    53.900     0.000     0.000     0.000     0.090     0.994     0.715     0.029     0.000     0.000     0.000     0.000     0.000     0.000
    54.000     0.000     0.000     0.000     0.087     0.990     0.737     0.036     0.000     0.000     0.000     0.000     0.000     0.000
    54.100     0.000     0.000     0.000     0.083     0.985     0.759     0.044     0.000     0.000     0.000     0.000     0.000     0.000
    54.200     0.000     0.000     0.000     0.080     0.978     0.780     0.053     0.000     0.000     0.000     0.000     0.000     0.000
    54.300     0.000     0.000     0.000     0.077     0.971     0.800     0.063     0.000     0.000     0.000     0.000     0.000     0.000
    54.400     0.000     0.000     0.000     0.074     0.963     0.819     0.075     0.000     0.000     0.000     0.000     0.000     0.000
    54.500     0.000     0.000     0.000     0.071     0.953     0.837     0.089     0.000     0.000     0.000     0.000     0.000     0.000
    54.600     0.000     0.000     0.000     0.068     0.944     0.854     0.104     0.000     0.000     0.000     0.000     0.000     0.000
    54.700     0.000     0.000     0.000     0.066     0.933     0.871     0.120     0.000     0.000     0.000     0.000     0.000     0.000
    54.800     0.000     0.000     0.000     0.063     0.922     0.886     0.138     0.000     0.000     0.000     0.000     0.000     0.000
    54.900     0.000     0.000     0.000     0.061     0.910     0.900     0.158     0.000     0.000     0.000     0.000     0.000     0.000
    55.000     0.000     0.000     0.000     0.058     0.898     0.914     0.179     0.000     0.000     0.000     0.000     0.000     0.000
    55.100     0.000     0.000     0.000     0.056     0.886     0.926     0.202     0.000     0.000     0.000     0.000     0.000     0.000
    55.200     0.000     0.000     0.000     0.054     0.873     0.937     0.226     0.000     0.000     0.000     0.000     0.000     0.000
    55.300     0.000     0.000     0.000     0.052     0.859     0.948     0.251     0.000     0.000     0.000     0.000     0.000     0.000
    55.400     0.000     0.000     0.000     0.050     0.846     0.957     0.277     0.000     0.000     0.000     0.000     0.000     0.000
    55.500     0.000     0.000     0.000     0.048     0.832     0.966     0.305     0.000     0.000     0.000     0.000     0.000     0.000
    55.600     0.000     0.000     0.000     0.046     0.818     0.973     0.334     0.000     0.000     0.000     0.000     0.000     0.000
    55.700     0.000     0.000     0.000     0.044     0.804     0.979     0.363     0.000     0.000     0.000     0.000     0.000     0.000
    55.800     0.000     0.000     0.000     0.043     0.789     0.985     0.393     0.000     0.000     0.000     0.000     0.000     0.000
    55.900     0.000     0.000     0.000     0.041     0.775     0.990     0.423     0.000     0.000     0.000     0.000     0.000     0.000
    56.000     0.000     0.000     0.000     0.039     0.761     0.993     0.454     0.000     0.000     0.000     0.000     0.000     0.000
    56.100     0.000     0.000     0.000     0.038     0.746     0.996     0.485     0.000     0.000     0.000     0.000     0.000     0.000
    56.200     0.000     0.000     0.000     0.036     0.732     0.998     0.517     0.000     0.000     0.000     0.000     0.000     0.000
    56.300     0.000     0.000     0.000     0.035     0.717     1.000     0.548     0.000     0.000     0.000     0.000     0.000     0.000
    56.400     0.000     0.000     0.000     0.034     0.703     1.000     0.578     0.000     0.000     0.000     0.000     0.000     0.000
    56.500     0.000     0.000     0.000     0.032     0.689     1.000     0.609     0.000     0.000     0.000     0.000     0.000     0.000
    56.600     0.000     0.000     0.000     0.031     0.674     0.999     0.638     0.000     0.000     0.000     0.000     0.000     0.000
    56.700     0.000     0.000     0.000     0.030     0.660     0.997     0.668     0.000     0.000     0.000     0.000     0.000     0.000
    56.800     0.000     0.000     0.000     0.029     0.646     0.995     0.696     0.000     0.000     0.000     0.000     0.000     0.000
    56.900     0.000     0.000     0.000     0.028     0.632     0.992     0.723     0.000     0.000     0.000     0.000     0.000     0.000
    57.000     0.000     0.000     0.000     0.026     0.619     0.988     0.750     0.000     0.000     0.000     0.000     0.000     0.000
    57.100     0.000     0.000     0.000     0.025     0.605     0.984     0.775     0.000     0.000     0.000     0.000     0.000     0.000
    57.200     0.000     0.000     0.000     0.024     0.592     0.979     0.799     0.000     0.000     0.000     0.000     0.000     0.000
    57.300     0.000     0.000     0.000     0.023     0.578     0.974     0.822     0.000     0.000     0.000     0.000     0.000     0.000
    57.400     0.000     0.000     0.000     0.023     0.565     0.968     0.843     0.000     0.000     0.000     0.000     0.000     0.000
    57.500     0.000     0.000     0.000     0.022     0.553     0.962     0.863     0.000     0.000     0.000     0.000     0.000     0.000
    57.600     0.000     0.000     0.000     0.021     0.540     0.955     0.882     0.000     0.000     0.000     0.000     0.000     0.000
    57.700     0.000     0.000     0.000     0.020     0.527     0.948     0.899     0.000     0.000     0.000     0.000     0.000     0.000
    57.800     0.000     0.000     0.000     0.019     0.515     0.941     0.915     0.000     0.000     0.000     0.000     0.000     0.000
    57.900     0.000     0.000     0.000     0.019     0.503     0.933     0.930     0.000     0.000     0.000     0.000     0.000     0.000
    58.000     0.000     0.000     0.000     0.018     0.491     0.925     0.943     0.000     0.000     0.000     0.000     0.000     0.000
    58.100     0.000     0.000     0.000     0.017     0.480     0.917     0.955     0.000     0.000     0.000     0.000     0.000     0.000
    58.200     0.000     0.000     0.000     0.016     0.468     0.908     0.965     0.000     0.000     0.000     0.000     0.000     0.000
    58.300     0.000     0.000     0.000     0.016     0.457     0.899     0.974     0.000     0.000     0.000     0.000     0.000     0.000
    58.400     0.000     0.000     0.000     0.015     0.446     0.890     0.981     0.000     0.000     0.000     0.000     0.000     0.000
    58.500     0.000     0.000     0.000     0.015     0.435     0.881     0.987     0.001     0.000     0.000     0.000     0.000     0.000
    58.600     0.000     0.000     0.000     0.014     0.425     0.871     0.992     0.001     0.000     0.000     0.000     0.000     0.000
    58.700     0.000     0.000     0.000     0.013     0.414     0.861     0.996     0.001     0.000     0.000     0.000     0.000     0.000
    58.800     0.000     0.000     0.000     0.013     0.404     0.851     0.998     0.001     0.000     0.000     0.000     0.000     0.000
    58.900     0.000     0.000     0.000     0.012     0.394     0.841     1.000     0.001     0.000     0.000     0.000     0.000     0.000
    59.000     0.000     0.000     0.000     0.012     0.385     0.831     1.000     0.002     0.000     0.000     0.000     0.000     0.000
    59.100     0.000     0.000     0.000     0.012     0.375     0.821     0.999     0.002     0.000     0.000     0.000     0.000     0.000
    59.200     0.000     0.000     0.000     0.011     0.366     0.811     0.997     0.002     0.000     0.000     0.000     0.000     0.000
    59.300     0.000     0.000     0.000     0.011     0.357     0.800     0.995     0.003     0.000     0.000     0.000     0.000     0.000
    59.400     0.000     0.000     0.000     0.010     0.348     0.790     0.991     0.003     0.000     0.000     0.000     0.000     0.000
    59.500     0.000     0.000     0.000     0.010     0.339     0.779     0.986     0.004     0.000     0.000     0.000     0.000     0.000
    59.600     0.000     0.000     0.000     0.009     0.331     0.769     0.981     0.004     0.000     0.000     0.000     0.000     0.000
    59.700     0.000     0.000     0.000     0.009     0.323     0.758     0.975     0.005     0.000     0.000     0.000     0.000     0.000
    59.800     0.000     0.000     0.000     0.009     0.314     0.748     0.968     0.006     0.000     0.000     0.000     0.000     0.000
    59.900     0.000     0.000     0.000     0.008     0.306     0.737     0.961     0.007     0.000     0.000     0.000     0.000     0.000
    60.000     0.000     0.000     0.000     0.008     0.299     0.726     0.952     0.008     0.000     0.000     0.000     0.000     0.000
    60.100     0.000     0.000     0.000     0.008     0.291     0.716     0.944     0.009     0.000     0.000     0.000     0.000     0.000
    60.200     0.000     0.000     0.000     0.007     0.284     0.705     0.935     0.010     0.000     0.000     0.000     0.000     0.000
    60.300     0.000     0.000     0.000     0.007     0.277     0.695     0.925     0.012     0.000     0.000     0.000     0.000     0.000
    60.400     0.000     0.000     0.000     0.007     0.270     0.684     0.915     0.014     0.000     0.000     0.000     0.000     0.000
    60.500     0.000     0.000     0.000     0.007     0.263     0.674     0.905     0.015     0.000     0.000     0.000     0.000     0.000
    60.600     0.000     0.000     0.000     0.006     0.256     0.664     0.894     0.017     0.000     0.000     0.000     0.000     0.000
    60.700     0.000     0.000     0.000     0.006     0.250     0.653     0.883     0.020     0.000     0.000     0.000     0.000     0.000
    60.800     0.000     0.000     0.000     0.006     0.243     0.643     0.871     0.022     0.000     0.000     0.000     0.000     0.000
    60.900     0.000     0.000     0.000     0.006     0.237     0.633     0.860     0.025     0.000     0.000     0.000     0.000     0.000
    61.000     0.000     0.000     0.000     0.005     0.231     0.623     0.848     0.028     0.000     0.000     0.000     0.000     0.000
    61.100     0.000     0.000     0.000     0.005     0.225     0.613     0.836     0.031     0.000     0.000     0.000     0.000     0.000
    61.200     0.000     0.000     0.000     0.005     0.219     0.603     0.824     0.034     0.000     0.000     0.000     0.000     0.000
    61.300     0.000     0.000     0.000     0.005     0.214     0.593     0.811     0.038     0.000     0.000     0.000     0.000     0.000
    61.400     0.000     0.000     0.000     0.005     0.208     0.584     0.799     0.042     0.000     0.000     0.000     0.000     0.000
    61.500     0.000     0.000     0.000     0.004     0.203     0.574     0.786     0.047     0.000     0.000     0.000     0.000     0.000
    61.600     0.000     0.000     0.000     0.004     0.198     0.564     0.774     0.051     0.000     0.000     0.000     0.000     0.000
    61.700     0.000     0.000     0.000     0.004     0.192     0.555     0.761     0.056     0.001     0.000     0.000     0.000     0.000
    61.800     0.000     0.000     0.000     0.004     0.187     0.546     0.749     0.062     0.001     0.000     0.000     0.000     0.000
    61.900     0.000     0.000     0.000     0.004     0.183     0.537     0.736     0.068     0.001     0.000     0.000     0.000     0.000
    62.000     0.000     0.000     0.000     0.004     0.178     0.527     0.723     0.074     0.001     0.000     0.000     0.000     0.000
    62.100     0.000     0.000     0.000     0.004     0.173     0.518     0.711     0.080     0.001     0.000     0.000     0.000     0.000
    62.200     0.000     0.000     0.000     0.003     0.169     0.510     0.698     0.087     0.002     0.001     0.000     0.000     0.000
    62.300     0.000     0.000     0.000     0.003     0.165     0.501     0.686     0.094     0.002     0.001     0.000     0.000     0.000
    62.400     0.000     0.000     0.000     0.003     0.160     0.492     0.673     0.102     0.002     0.001     0.000     0.000     0.000
    62.500     0.000     0.000     0.000     0.003     0.156     0.484     0.661     0.110     0.003     0.001     0.000     0.000     0.000
    62.600     0.000     0.000     0.000     0.003     0.152     0.475     0.649     0.118     0.003     0.001     0.000     0.000     0.000
    62.700     0.000     0.000     0.000     0.003     0.148     0.467     0.636     0.127     0.004     0.002     0.000     0.000     0.000
    62.800     0.000     0.000     0.000     0.003     0.144     0.459     0.624     0.136     0.005     0.002     0.000     0.000     0.000
    62.900     0.000     0.000     0.000     0.003     0.141     0.451     0.612     0.146     0.006     0.002     0.000     0.000     0.000
    63.000     0.000     0.000     0.000     0.002     0.137     0.443     0.601     0.156     0.007     0.003     0.000     0.000     0.000
    63.100     0.000     0.000     0.000     0.002     0.133     0.435     0.589     0.166     0.008     0.003     0.000     0.000     0.000
    63.200     0.000     0.000     0.000     0.002     0.130     0.427     0.577     0.177     0.010     0.004     0.000     0.000     0.000
    63.300     0.000     0.000     0.000     0.002     0.127     0.420     0.566     0.188     0.011     0.005     0.000     0.000     0.000
    63.400     0.000     0.000     0.000     0.002     0.123     0.412     0.555     0.200     0.013     0.006     0.000     0.000     0.000
    63.500     0.000     0.000     0.000     0.002     0.120     0.405     0.544     0.212     0.015     0.006     0.000     0.000     0.000
    63.600     0.000     0.000     0.000     0.002     0.117     0.397     0.533     0.224     0.017     0.008     0.000     0.000     0.000
    63.700     0.000     0.000     0.000     0.002     0.114     0.390     0.522     0.236     0.020     0.009     0.000     0.000     0.000
    63.800     0.000     0.000     0.000     0.002     0.111     0.383     0.511     0.249     0.023     0.010     0.000     0.000     0.000
    63.900     0.000     0.000     0.000     0.002     0.108     0.376     0.501     0.262     0.026     0.012     0.000     0.000     0.000
    64.000     0.000     0.000     0.000     0.002     0.105     0.369     0.490     0.276     0.029     0.014     0.000     0.000     0.000
    64.100     0.000     0.000     0.000     0.002     0.102     0.363     0.480     0.290     0.033     0.016     0.000     0.000     0.000
    64.200     0.000     0.000     0.000     0.002     0.100     0.356     0.470     0.304     0.038     0.018     0.000     0.000     0.000
    64.300     0.000     0.000     0.000     0.001     0.097     0.350     0.460     0.318     0.042     0.020     0.000     0.000     0.000
    64.400     0.000     0.000     0.000     0.001     0.095     0.343     0.451     0.332     0.047     0.023     0.000     0.000     0.000
    64.500     0.000     0.000     0.000     0.001     0.092     0.337     0.441     0.347     0.053     0.026     0.000     0.000     0.000
    64.600     0.000     0.000     0.000     0.001     0.090     0.331     0.432     0.362     0.058     0.029     0.000     0.000     0.000
    64.700     0.000     0.000     0.000     0.001     0.087     0.325     0.423     0.377     0.065     0.033     0.000     0.000     0.000
    64.800     0.000     0.000     0.000     0.001     0.085     0.319     0.414     0.392     0.072     0.037     0.000     0.000     0.000
    64.900     0.000     0.000     0.000     0.001     0.083     0.313     0.405     0.407     0.079     0.041     0.000     0.000     0.000
    65.000     0.000     0.000     0.000     0.001     0.081     0.307     0.396     0.423     0.087     0.046     0.000     0.000     0.000
    65.100     0.000     0.000     0.000     0.001     0.079     0.301     0.388     0.438     0.095     0.051     0.000     0.000     0.000
    65.200     0.000     0.000     0.000     0.001     0.077     0.296     0.379     0.454     0.104     0.056     0.000     0.000     0.000
    65.300     0.000     0.000     0.000     0.001     0.075     0.290     0.371     0.470     0.113     0.062     0.000     0.000     0.000
    65.400     0.000     0.000     0.000     0.001     0.073     0.285     0.363     0.485     0.123     0.068     0.000     0.000     0.000
    65.500     0.000     0.000     0.000     0.001     0.071     0.280     0.355     0.501     0.133     0.075     0.000     0.000     0.000
    65.600     0.000     0.000     0.000     0.001     0.069     0.274     0.347     0.517     0.144     0.082     0.000     0.000     0.000
    65.700     0.000     0.000     0.000     0.001     0.067     0.269     0.340     0.532     0.155     0.089     0.000     0.000     0.000
    65.800     0.000     0.000     0.000     0.001     0.065     0.264     0.332     0.548     0.167     0.097     0.000     0.000     0.000
    65.900     0.000     0.000     0.000     0.001     0.064     0.259     0.325     0.563     0.179     0.106     0.000     0.000     0.000
    66.000     0.000     0.000     0.000     0.001     0.062     0.254     0.318     0.579     0.192     0.115     0.000     0.000     0.000
    66.100     0.000     0.000     0.000     0.001     0.060     0.250     0.311     0.594     0.205     0.124     0.000     0.000     0.000
    66.200     0.000     0.000     0.000     0.001     0.059     0.245     0.304     0.609     0.219     0.134     0.000     0.000     0.000
    66.300     0.000     0.000     0.000     0.001     0.057     0.240     0.297     0.624     0.233     0.144     0.000     0.000     0.000
    66.400     0.000     0.000     0.000     0.001     0.056     0.236     0.291     0.639     0.247     0.155     0.000     0.000     0.000
    66.500     0.000     0.000     0.000     0.001     0.054     0.231     0.284     0.654     0.262     0.166     0.000     0.000     0.000
    66.600     0.000     0.000     0.000     0.001     0.053     0.227     0.278     0.669     0.278     0.177     0.000     0.000     0.000
    66.700     0.000     0.000     0.000     0.001     0.052     0.223     0.272     0.683     0.293     0.189     0.000     0.000     0.000
    66.800     0.000     0.000     0.000     0.001     0.050     0.219     0.266     0.697     0.309     0.202     0.000     0.000     0.000
    66.900     0.000     0.000     0.000     0.001     0.049     0.214     0.260     0.711     0.326     0.214     0.000     0.000     0.000
    67.000     0.000     0.000     0.000     0.001     0.048     0.210     0.254     0.725     0.342     0.228     0.000     0.000     0.000
    67.100     0.000     0.000     0.000     0.000     0.046     0.206     0.248     0.738     0.359     0.241     0.000     0.000     0.000
    67.200     0.000     0.000     0.000     0.000     0.045     0.203     0.243     0.751     0.376     0.255     0.000     0.000     0.000
    67.300     0.000     0.000     0.000     0.000     0.044     0.199     0.237     0.764     0.393     0.270     0.000     0.000     0.000
    67.400     0.000     0.000     0.000     0.000     0.043     0.195     0.232     0.776     0.411     0.284     0.000     0.000     0.000
    67.500     0.000     0.000     0.000     0.000     0.042     0.191     0.227     0.789     0.428     0.299     0.000     0.000     0.000
    67.600     0.000     0.000     0.000     0.000     0.041     0.188     0.222     0.801     0.446     0.314     0.000     0.000     0.000
    67.700     0.000     0.000     0.000     0.000     0.040     0.184     0.217     0.812     0.464     0.330     0.000     0.000     0.000
    67.800     0.000     0.000     0.000     0.000     0.039     0.181     0.212     0.823     0.482     0.346     0.000     0.000     0.000
